NAMA_BARANG,NAMA_BARANG_NO_SPCHAR,JML_BARANG,Predicted_JENIS,Precision_Product,Precision_Service
PKPalm Kernel NoKontrak 064PMCPKIV2021,PK PALM KERNEL NO KONTRAK 064 PM C PK IV 2021,29290.0,product,0.9872340425531915,-
CRUDE PALM OIL,CRUDE PALM OIL,29362.0,product,0.9872340425531915,-
CPOCrude Palm Oil NoKontrak 017PMCCPOI2021,CPO CRUDE PALM OIL NO KONTRAK 017 PM C CPO I 2021,29370.0,product,0.9872340425531915,-
PKPalm Kernel NoKontrak 082PMCPKV2021,PK PALM KERNEL NO KONTRAK 082 PM C PK V 2021,29520.0,product,0.9872340425531915,-
TBS PERIODE 01  02 JUNI 2021,TBS PERIODE 01  02 JUNI 2021,29600.30078,product,0.9872340425531915,-
CRUDE PALM OIL,CRUDE PALM OIL,29690.0,product,0.9872340425531915,-
Ongkos Angkut TBS DIV 2,ONGKOS ANGKUT TBS DIV 2,29830.0,service,-,1.0
PK Palm Kernel Kontrak 004PKIMTLILII2021,PK PALM KERNEL KONTRAK 004 PK IMT LIL II 2021,29920.0,product,0.9872340425531915,-
TBS PERIODE 13  NOVEMBER 2021,TBS PERIODE 13  NOVEMBER 2021,29927.90039,product,0.9872340425531915,-
CRUDE PALM OIL,CRUDE PALM OIL,30020.0,product,0.9872340425531915,-
CRUDE PALM OIL,CRUDE PALM OIL,30100.0,product,0.9872340425531915,-
PK Palm Kernel Kontrak 013PKIMTLILVIII2021,PK PALM KERNEL KONTRAK 013 PK IMT LIL VIII 2021,30280.0,product,0.9872340425531915,-
CRUDE PALM OIL,CRUDE PALM OIL,30870.0,product,0.9872340425531915,-
PK Palm Kernel Kontrak 012PKIMTLILVIII2021,PK PALM KERNEL KONTRAK 012 PK IMT LIL VIII 2021,30870.0,product,0.9872340425531915,-
CLAIM CPO,CLAIM CPO,30890.0,service,-,1.0
TBS PER 1631 DES 2021 TT 2012,TBS PER 16 31 DES 2021 TT 2012,31324.0,product,0.9872340425531915,-
BENIH KELAPA SAWITDAMIMAS,BENIH KELAPA SAWIT DAMIMAS,31905.0,product,0.9872340425531915,-
PENJUALAN CRUDE PALM OIL,PENJUALAN CRUDE PALM OIL,31970.0,product,0.9872340425531915,-
CRUDE PALM OIL,CRUDE PALM OIL,32250.0,product,0.9872340425531915,-
CPO Crude Palm Oil Kontrak 017CPOIMTLILVI2021,CPO CRUDE PALM OIL KONTRAK 017 CPO IMT LIL VI 2021,32260.0,product,0.9872340425531915,-
PALM KERNEL,PALM KERNEL,32650.0,product,0.9872340425531915,-
CPO Crude Palm Oil Kontrak 006CPOIMTLILIII2021,CPO CRUDE PALM OIL KONTRAK 006 CPO IMT LIL III 2021,32690.0,product,0.9872340425531915,-
TBS PERIODE 12  13 JULI 2021,TBS PERIODE 12  13 JULI 2021,33038.89844,product,0.9872340425531915,-
Bibit Kelapa Sawit,BIBIT KELAPA SAWIT,33333.0,product,0.9872340425531915,-
CRUDE PALM OIL,CRUDE PALM OIL,33510.0,product,0.9872340425531915,-
Crude Palm Oil,CRUDE PALM OIL,34136.0,product,0.9872340425531915,-
TBS Periode 15 Maret 2021,TBS PERIODE 15 MARET 2021,34567.60156,product,0.9872340425531915,-
Crude Palm Oil,CRUDE PALM OIL,34600.0,product,0.9872340425531915,-
Ongkos Angkut TBS DIV 1,ONGKOS ANGKUT TBS DIV 1,34610.0,service,-,1.0
Ongkos Angkut TBS DIV 4,ONGKOS ANGKUT TBS DIV 4,34660.0,service,-,1.0
TBS PERIODE 22  23 MARET 2021,TBS PERIODE 22  23 MARET 2021,34889.80078,product,0.9872340425531915,-
CRUDE PALM OIL,CRUDE PALM OIL,34925.0,product,0.9872340425531915,-
CPOCrude Palm Oil Kontrak No004PSJCCPOI2021,CPO CRUDE PALM OIL KONTRAK NO 004 PSJ C CPO I 2021,35190.0,product,0.9872340425531915,-
PK Palm Kernel Kontrak 010PKIMTLILVII2021,PK PALM KERNEL KONTRAK 010 PK IMT LIL VII 2021,35440.0,product,0.9872340425531915,-
TBS PERIODE 21 DESEMBER 2021,TBS PERIODE 21 DESEMBER 2021,35510.80078,product,0.9872340425531915,-
PALM KERNEL PK,PALM KERNEL PK,36000.0,product,0.9872340425531915,-
TBS PERIODE 11  12 AGUSTUS 2021,TBS PERIODE 11  12 AGUSTUS 2021,36139.19922,product,0.9872340425531915,-
Ongkos Angkut TBS DIV 3,ONGKOS ANGKUT TBS DIV 3,36220.0,service,-,1.0
TBS PERIODE 27 OKTOBER 2021,TBS PERIODE 27 OKTOBER 2021,36246.10156,product,0.9872340425531915,-
Palm Kernel,PALM KERNEL,36731.0,product,0.9872340425531915,-
TBS PERIODE 09  10 OKTOBER 2021,TBS PERIODE 09  10 OKTOBER 2021,36803.5,product,0.9872340425531915,-
Ongkos Angkut TBS DIV 7,ONGKOS ANGKUT TBS DIV 7,37460.0,service,-,1.0
CPOCrude Palm Oil NoKontrak 089PMCCPOV2021,CPO CRUDE PALM OIL NO KONTRAK 089 PM C CPO V 2021,37520.0,product,0.9872340425531915,-
CPOCrude Palm Oil NoKontrak 066PMCCPOIV2021,CPO CRUDE PALM OIL NO KONTRAK 066 PM C CPO IV 2021,37830.0,product,0.9872340425531915,-
Ongkos Angkut TBS Div 5,ONGKOS ANGKUT TBS DIV 5,38170.0,service,-,1.0
Palm Kernel,PALM KERNEL,38190.0,product,0.9872340425531915,-
Pembayaran Uang Muka CPOCrude Palm Oil Kontrak No027PSJCCPOII2021,PEMBAYARAN UANG MUKA CPO CRUDE PALM OIL KONTRAK NO 027 PSJ C CPO II 2021,38770.0,product,0.9872340425531915,-
TBS PER 1631 DES 2021 TT 2011,TBS PER 16 31 DES 2021 TT 2011,39181.0,product,0.9872340425531915,-
Ongkos Angkut TBS DIV 3,ONGKOS ANGKUT TBS DIV 3,39340.0,service,-,1.0
PENJUALAN CRUDE PALM OIL,PENJUALAN CRUDE PALM OIL,39340.0,product,0.9872340425531915,-
CPOCrude Palm Oil NoKontrak 150PMCCPOIX2021,CPO CRUDE PALM OIL NO KONTRAK 150 PM C CPO IX 2021,39450.0,product,0.9872340425531915,-
Crude Palm Oil,CRUDE PALM OIL,39519.0,product,0.9872340425531915,-
TBS Periode 17 Juni 2021,TBS PERIODE 17 JUNI 2021,39741.30078,product,0.9872340425531915,-
CRUDE PALM OIL,CRUDE PALM OIL,39800.0,product,0.9872340425531915,-
Palm Kernel,PALM KERNEL,39923.0,product,0.9872340425531915,-
CRUDE PALM OIL,CRUDE PALM OIL,40050.0,product,0.9872340425531915,-
PALM KERNEL,PALM KERNEL,40120.0,product,0.9872340425531915,-
PALM KERNEL CURAH  MB Mass Balance  RSPO CertifiedCertificate Code  MUTURSPO062,PALM KERNEL CURAH  MB MASS BALANCE  RSPO CERTIFIED CERTIFICATE CODE  MUTU RSPO 062,40580.0,product,0.9872340425531915,-
TBS PER 0115 DES 2021 TT 2013,TBS PER 01 15 DES 2021 TT 2013,40676.0,product,0.9872340425531915,-
TBS PERIODE 26 FEBRUARI 2021,TBS PERIODE 26 FEBRUARI 2021,41839.5,product,0.9872340425531915,-
Ongkos Angkut TBS Div 4,ONGKOS ANGKUT TBS DIV 4,41990.0,service,-,1.0
Crude Palm Oil,CRUDE PALM OIL,42278.0,product,0.9872340425531915,-
Ongkos Angkut TBS DIV 3,ONGKOS ANGKUT TBS DIV 3,42630.0,service,-,1.0
TBS PERIODE 16 DESEMBER 2021,TBS PERIODE 16 DESEMBER 2021,42716.80078,product,0.9872340425531915,-
INTI SAWIT,INTI SAWIT,42750.0,service,-,1.0
Crude Palm Oil,CRUDE PALM OIL,43373.0,product,0.9872340425531915,-
Palm Kernel,PALM KERNEL,44447.0,product,0.9872340425531915,-
Ongkos Angkut TBS DIV 2,ONGKOS ANGKUT TBS DIV 2,45360.0,service,-,1.0
TBS Periode 0607 Desember 2021,TBS PERIODE 06 07 DESEMBER 2021,45962.0,product,0.9872340425531915,-
CRUDE PALM OIL,CRUDE PALM OIL,46000.0,product,0.9872340425531915,-
PENJUALAN PALM KERNEL,PENJUALAN PALM KERNEL,46200.0,product,0.9872340425531915,-
TBS Periode 29 sd 30 November 2021,TBS PERIODE 29 S D 30 NOVEMBER 2021,46205.89844,product,0.9872340425531915,-
Palm Kernel,PALM KERNEL,46528.0,product,0.9872340425531915,-
UANG MUKA PALM KERNEL,UANG MUKA PALM KERNEL,46970.0,product,0.9872340425531915,-
Crude Palm Oil,CRUDE PALM OIL,47309.0,product,0.9872340425531915,-
TBS PER 1630 NOV 2021 TT 2008,TBS PER 16 30 NOV 2021 TT 2008,47485.0,product,0.9872340425531915,-
PK Palm Kernel,PK PALM KERNEL,47500.0,product,0.9872340425531915,-
Pembayaran Uang Muka CPOCrude Palm Oil NoKontrak 073PMCCPOIV2021,PEMBAYARAN UANG MUKA CPO CRUDE PALM OIL NO KONTRAK 073 PM C CPO IV 2021,48850.0,product,0.9872340425531915,-
PALM KERNEL,PALM KERNEL,49130.0,product,0.9872340425531915,-
TBS PERIODE 16  17 OKTOBER 2021,TBS PERIODE 16  17 OKTOBER 2021,49182.10156,product,0.9872340425531915,-
Ongkos Angkut TBS Div 1,ONGKOS ANGKUT TBS DIV 1,49270.0,service,-,1.0
PENJUALAN CRUDE PALM OIL,PENJUALAN CRUDE PALM OIL,49370.0,product,0.9872340425531915,-
CPOCrude Palm Oil Kontrak No053PSJCCPOIV2021,CPO CRUDE PALM OIL KONTRAK NO 053 PSJ C CPO IV 2021,49620.0,product,0.9872340425531915,-
TBS PER 1631 DES 2021 TT 2013,TBS PER 16 31 DES 2021 TT 2013,49650.0,product,0.9872340425531915,-
CRUDE PALM OIL,CRUDE PALM OIL,49980.0,product,0.9872340425531915,-
PALM KERNEL,PALM KERNEL,49980.0,product,0.9872340425531915,-
Ongkos Angkut CPO,ONGKOS ANGKUT CPO,50010.0,service,-,1.0
Crude Palm Oil,CRUDE PALM OIL,50160.0,product,0.9872340425531915,-
Palm Kernel,PALM KERNEL,50167.0,product,0.9872340425531915,-
PALM KERNEL,PALM KERNEL,50450.0,product,0.9872340425531915,-
CPO Crude Palm Oil Kontrak 001CPOIMTLILI2021,CPO CRUDE PALM OIL KONTRAK 001 CPO IMT LIL I 2021,50900.0,product,0.9872340425531915,-
TBS Periode 07 sd 08 Juni 2021,TBS PERIODE 07 S D 08 JUNI 2021,51216.80078,product,0.9872340425531915,-
PENJUALAN PALM KERNEL,PENJUALAN PALM KERNEL,51490.0,product,0.9872340425531915,-
CPOCrude Palm Oil Kontrak No012PSJCCPOI2021,CPO CRUDE PALM OIL KONTRAK NO 012 PSJ C CPO I 2021,51570.0,product,0.9872340425531915,-
TBS PER 1631 OKT 2021 TT 2008,TBS PER 16 31 OKT 2021 TT 2008,51809.0,product,0.9872340425531915,-
UANG MUKA CRUDE PALM OIL,UANG MUKA CRUDE PALM OIL,51830.0,product,0.9872340425531915,-
CPOCrude Palm Oil Kontrak No002PSJCCPOI2021,CPO CRUDE PALM OIL KONTRAK NO 002 PSJ C CPO I 2021,51980.0,product,0.9872340425531915,-
PENJUALAN PALM KERNEL,PENJUALAN PALM KERNEL,52130.0,product,0.9872340425531915,-
TBS PERIODE 25 MEI 2021,TBS PERIODE 25 MEI 2021,52631.0,product,0.9872340425531915,-
PALM KERNEL,PALM KERNEL,52960.0,product,0.9872340425531915,-
CRUDE PALM OIL,CRUDE PALM OIL,54140.0,product,0.9872340425531915,-
Ongkos Angkut TBS Div 4,ONGKOS ANGKUT TBS DIV 4,54790.0,service,-,1.0
PALM KERNEL,PALM KERNEL,54850.0,product,0.9872340425531915,-
TBS PER 0115 DES 2021 TT 2012,TBS PER 01 15 DES 2021 TT 2012,54981.0,product,0.9872340425531915,-
TBS PERIODE 02  03 AGUSTUS 2021,TBS PERIODE 02  03 AGUSTUS 2021,55336.39844,product,0.9872340425531915,-
Palm Kernel,PALM KERNEL,55450.0,product,0.9872340425531915,-
KLAIM MUTU CPO,KLAIM MUTU CPO,56201.20313,service,-,1.0
PALM KERNEL,PALM KERNEL,56740.0,product,0.9872340425531915,-
PANJAR PALM KERNEL KONTRAK NO 012SJMSKJBPKII2021,PANJAR PALM KERNEL KONTRAK NO 012 SJMS KJB PK II 2021,57000.0,product,0.9872340425531915,-
Pembayaran Uang Muka CPOCrude Palm Oil NoKontrak 053PMCCPOIII2021,PEMBAYARAN UANG MUKA CPO CRUDE PALM OIL NO KONTRAK 053 PM C CPO III 2021,57130.0,product,0.9872340425531915,-
PK PALM KERNEL,PK PALM KERNEL,57368.0,product,0.9872340425531915,-
Crude Palm Oil,CRUDE PALM OIL,57404.0,product,0.9872340425531915,-
CRUDE PALM OIL,CRUDE PALM OIL,57450.0,product,0.9872340425531915,-
CPOCrude Palm Oil NoKontrak 013PMCCPOI2021,CPO CRUDE PALM OIL NO KONTRAK 013 PM C CPO I 2021,57520.0,product,0.9872340425531915,-
TBS Periode 15 sd 16 November 2021,TBS PERIODE 15 S D 16 NOVEMBER 2021,57600.60156,product,0.9872340425531915,-
PALM KERNEL,PALM KERNEL,57660.0,product,0.9872340425531915,-
CPOCrude Palm Oil Kontrak No084PSJCCPOVIII2021,CPO CRUDE PALM OIL KONTRAK NO 084 PSJ C CPO VIII 2021,57760.0,product,0.9872340425531915,-
CPO Crude Palm Oil Kontrak 010CPOIMTLILIV2021,CPO CRUDE PALM OIL KONTRAK 010 CPO IMT LIL IV 2021,57850.0,product,0.9872340425531915,-
PKPalm Kernel Kontrak No105PSJCPKIX2021,PK PALM KERNEL KONTRAK NO 105 PSJ C PK IX 2021,57960.0,product,0.9872340425531915,-
Palm Kernel Oil,PALM KERNEL OIL,58010.0,product,0.9872340425531915,-
Ongkos Angkut TBS DIV 4,ONGKOS ANGKUT TBS DIV 4,58180.0,service,-,1.0
PALM KERNEL OIL,PALM KERNEL OIL,58450.0,product,0.9872340425531915,-
CRUDE PALM OIL,CRUDE PALM OIL,58870.0,product,0.9872340425531915,-
Palm Kernel,PALM KERNEL,59583.0,product,0.9872340425531915,-
PKPalm Kernel NoKontrak 100PMCPKVI2021,PK PALM KERNEL NO KONTRAK 100 PM C PK VI 2021,59830.0,product,0.9872340425531915,-
CPO Crude Palm Oil Kontrak 020CPOIMTLILVI2021,CPO CRUDE PALM OIL KONTRAK 020 CPO IMT LIL VI 2021,60250.0,product,0.9872340425531915,-
PALM KERNEL,PALM KERNEL,60450.0,product,0.9872340425531915,-
Palm Kernel,PALM KERNEL,60556.0,product,0.9872340425531915,-
CRUDE PALM OIL,CRUDE PALM OIL,61140.0,product,0.9872340425531915,-
CPOCrude Palm Oil NoKontrak 062PMCCPOIV2021,CPO CRUDE PALM OIL NO KONTRAK 062 PM C CPO IV 2021,61340.0,product,0.9872340425531915,-
CPOCrude Palm Oil No Kontrak 210PMCCPOXII2021,CPO CRUDE PALM OIL NO KONTRAK 210 PM C CPO XII 2021,61390.0,product,0.9872340425531915,-
Ongkos Angkut TBS DIV 2,ONGKOS ANGKUT TBS DIV 2,61880.0,service,-,1.0
CPOCrude Palm Oil NoKontrak 034PMCCPOII2021,CPO CRUDE PALM OIL NO KONTRAK 034 PM C CPO II 2021,61900.0,product,0.9872340425531915,-
PALM KERNEL,PALM KERNEL,62320.0,product,0.9872340425531915,-
Ongkos Angkut TBS DIV 2,ONGKOS ANGKUT TBS DIV 2,62470.0,service,-,1.0
CRUDE PALM OIL KG,CRUDE PALM OIL KG,62700.0,product,0.9872340425531915,-
Crude Palm Oil,CRUDE PALM OIL,62953.0,product,0.9872340425531915,-
Crude Palm Oil,CRUDE PALM OIL,63006.0,product,0.9872340425531915,-
PALM KERNEL,PALM KERNEL,63070.0,product,0.9872340425531915,-
TBS Periode 09 sd 10 Oktober 2021,TBS PERIODE 09 S D 10 OKTOBER 2021,63625.19922,product,0.9872340425531915,-
TBS Periode 28 Juni 2021,TBS PERIODE 28 JUNI 2021,63660.60156,product,0.9872340425531915,-
Pembayaran Uang Muka CPOCrude Palm Oil Kontrak No098PSJCCPOIX2021,PEMBAYARAN UANG MUKA CPO CRUDE PALM OIL KONTRAK NO 098 PSJ C CPO IX 2021,64450.0,product,0.9872340425531915,-
Crude Palm Oil,CRUDE PALM OIL,64813.0,product,0.9872340425531915,-
CPO Crude Palm Oil Kontrak 041CPOIMTLILX2021,CPO CRUDE PALM OIL KONTRAK 041 CPO IMT LIL X 2021,64880.0,product,0.9872340425531915,-
TBS Periode 25  28 Agustus 2021,TBS PERIODE 25  28 AGUSTUS 2021,65278.0,product,0.9872340425531915,-
Crude Palm Oil,CRUDE PALM OIL,65630.0,product,0.9872340425531915,-
CPO Crude Palm Oil Kontrak 015CPOIMTLILVI2021,CPO CRUDE PALM OIL KONTRAK 015 CPO IMT LIL VI 2021,65790.0,product,0.9872340425531915,-
TBS PER 1631 DES 2021 TT 2010,TBS PER 16 31 DES 2021 TT 2010,65885.0,product,0.9872340425531915,-
CRUDE PALM OIL,CRUDE PALM OIL,66460.0,product,0.9872340425531915,-
Tuslaag TBS Div 6,TUSLAAG TBS DIV 6,66960.0,service,-,1.0
Pembayaran Uang Muka CPOCrude Palm Oil Kontrak No074PSJCCPOVII2021,PEMBAYARAN UANG MUKA CPO CRUDE PALM OIL KONTRAK NO 074 PSJ C CPO VII 2021,67080.0,product,0.9872340425531915,-
Palm Kernel,PALM KERNEL,69150.0,product,0.9872340425531915,-
PALM KERNEL,PALM KERNEL,69220.0,product,0.9872340425531915,-
PALM KERNEL KONTRAK NO 036SJMSKJBPKIV2021,PALM KERNEL KONTRAK NO 036 SJMS KJB PK IV 2021,69750.0,product,0.9872340425531915,-
Panjar Penjualan CPO 146SRMCPOPKUVI2021,PANJAR PENJUALAN CPO 146 SRM CPO PKU VI 2021,71060.0,product,0.9872340425531915,-
TBS PERIODE 30  31 OKTOBER 2021,TBS PERIODE 30  31 OKTOBER 2021,71305.5,product,0.9872340425531915,-
CRUDE PALM OIL,CRUDE PALM OIL,71770.0,product,0.9872340425531915,-
Ongkos Angkut TBS DIV 6,ONGKOS ANGKUT TBS DIV 6,72050.0,service,-,1.0
TBS Periode 04  07 September 2021,TBS PERIODE 04  07 SEPTEMBER 2021,72520.0,product,0.9872340425531915,-
TBS Periode 23  27 Juli 2021,TBS PERIODE 23  27 JULI 2021,73510.0,product,0.9872340425531915,-
Palm Kernel,PALM KERNEL,74180.0,product,0.9872340425531915,-
PALM KERNEL,PALM KERNEL,74500.0,product,0.9872340425531915,-
Ongkos Angkut CPO,ONGKOS ANGKUT CPO,74730.0,service,-,1.0
TBS Periode 23 Maret 2021,TBS PERIODE 23 MARET 2021,74759.89844,product,0.9872340425531915,-
Pembelian Palm Kernel PK,PEMBELIAN PALM KERNEL PK,74850.0,product,0.9872340425531915,-
CRUDE PALM OIL,CRUDE PALM OIL,74870.0,product,0.9872340425531915,-
CRUDE PALM OIL,CRUDE PALM OIL,74940.0,product,0.9872340425531915,-
CRUDE PALM OIL,CRUDE PALM OIL,74970.0,product,0.9872340425531915,-
CRUDE PALM OIL,CRUDE PALM OIL,74975.0,product,0.9872340425531915,-
PALM KERNEL,PALM KERNEL,74990.0,product,0.9872340425531915,-
Ongkos Angkut CPO,ONGKOS ANGKUT CPO,75060.0,service,-,1.0
Ongkos Angkut CPO,ONGKOS ANGKUT CPO,75140.0,service,-,1.0
Ongkos Angkut CPO,ONGKOS ANGKUT CPO,75560.0,service,-,1.0
CRUDE PALM OIL,CRUDE PALM OIL,75640.0,product,0.9872340425531915,-
Ongkos Angkut CPO,ONGKOS ANGKUT CPO,75890.0,service,-,1.0
Ongkos Angkut CPO,ONGKOS ANGKUT CPO,76000.0,service,-,1.0
Ongkos Angkut TBS DIV 1,ONGKOS ANGKUT TBS DIV 1,76090.0,service,-,1.0
UANG MUKA CRUDE PALM OIL,UANG MUKA CRUDE PALM OIL,76600.0,product,0.9872340425531915,-
CRUDE PALM OIL,CRUDE PALM OIL,78289.0,product,0.9872340425531915,-
CRUDE PALM OIL,CRUDE PALM OIL,79270.0,product,0.9872340425531915,-
CRUDE PALM OIL,CRUDE PALM OIL,79380.0,product,0.9872340425531915,-
CPOCrude Palm Oil NoKontrak 016PMCCPOI2021,CPO CRUDE PALM OIL NO KONTRAK 016 PM C CPO I 2021,79480.0,product,0.9872340425531915,-
CRUDE PALM OIL,CRUDE PALM OIL,79490.0,product,0.9872340425531915,-
PALM KERNEL,PALM KERNEL,79600.0,product,0.9872340425531915,-
Ongkos Angkut TBS DIV 5,ONGKOS ANGKUT TBS DIV 5,79610.0,service,-,1.0
CRUDE PALM OIL,CRUDE PALM OIL,79810.0,product,0.9872340425531915,-
CRUDE PALM OIL,CRUDE PALM OIL,80000.0,product,0.9872340425531915,-
Crude Palm Oil DP 95 Surat Perjanjian JualBeli No0053POMKPRCPOII2021 Tanggal 09 Februari 2021 PO No 9100072922,CRUDE PALM OIL DP 95 SURAT PERJANJIAN JUAL BELI NO 0053 POM KPR CPO II 2021 TANGGAL 09 FEBRUARI 2021 PO NO 9100072922,80000.0,product,0.9872340425531915,-
Crude Palm Oil DP 95 Surat Perjanjian JualBeli No0092POMKPRCPOIII2021 Tanggal 09 Maret 2021 PO No 9100073860,CRUDE PALM OIL DP 95 SURAT PERJANJIAN JUAL BELI NO 0092 POM KPR CPO III 2021 TANGGAL 09 MARET 2021 PO NO 9100073860,80000.0,product,0.9872340425531915,-
Crude Palm Oil DP 95 Surat Perjanjian JualBeli No0100POMKPRCPOIII2021 Tanggal 16 Maret 2021 PO No 9100074149,CRUDE PALM OIL DP 95 SURAT PERJANJIAN JUAL BELI NO 0100 POM KPR CPO III 2021 TANGGAL 16 MARET 2021 PO NO 9100074149,80000.0,product,0.9872340425531915,-
Crude Palm Oil DP 95 Surat Perjanjian JualBeli No0283POMKPRCPOVII2021 Tanggal 27 Juli 2021 PO No 9100078625,CRUDE PALM OIL DP 95 SURAT PERJANJIAN JUAL BELI NO 0283 POM KPR CPO VII 2021 TANGGAL 27 JULI 2021 PO NO 9100078625,80000.0,product,0.9872340425531915,-
Crude Palm Oil DP 95 Surat Perjanjian JualBeli No0300POMKPRCPOVIII2021 Tanggal 05 Agustus 2021 PO No 9100079001,CRUDE PALM OIL DP 95 SURAT PERJANJIAN JUAL BELI NO 0300 POM KPR CPO VIII 2021 TANGGAL 05 AGUSTUS 2021 PO NO 9100079001,80000.0,product,0.9872340425531915,-
Crude Palm Oil DP 98 Surat Perjanjian JualBeli No0377POMKPRCPOIX2021 Tanggal 28 September 2021 PO No 9100080901,CRUDE PALM OIL DP 98 SURAT PERJANJIAN JUAL BELI NO 0377 POM KPR CPO IX 2021 TANGGAL 28 SEPTEMBER 2021 PO NO 9100080901,80000.0,product,0.9872340425531915,-
Crude Palm Oil DP 98 Surat Perjanjian JualBeli No0392POMKPRCPOX2021 Tanggal 07 Oktober 2021 PO No 9100081336,CRUDE PALM OIL DP 98 SURAT PERJANJIAN JUAL BELI NO 0392 POM KPR CPO X 2021 TANGGAL 07 OKTOBER 2021 PO NO 9100081336,80000.0,product,0.9872340425531915,-
Crude Palm Oil DP 98 Surat Perjanjian JualBeli No0432POMKPRCPOXI2021 Tanggal 04 November 2021 PO No 9100082337,CRUDE PALM OIL DP 98 SURAT PERJANJIAN JUAL BELI NO 0432 POM KPR CPO XI 2021 TANGGAL 04 NOVEMBER 2021 PO NO 9100082337,80000.0,product,0.9872340425531915,-
Crude Palm Oil DP 98 Surat Perjanjian JualBeli No0470POMKPRCPOXII2021 Tanggal 02 Desember 2021 PO No 9100083485,CRUDE PALM OIL DP 98 SURAT PERJANJIAN JUAL BELI NO 0470 POM KPR CPO XII 2021 TANGGAL 02 DESEMBER 2021 PO NO 9100083485,80000.0,product,0.9872340425531915,-
Crude Palm Oil Pelunasan Surat Perjanjian JualBeli No0096POMKPRCPOIII2021 Tanggal 10 Maret 2021 PO No 9100073923,CRUDE PALM OIL PELUNASAN SURAT PERJANJIAN JUAL BELI NO 0096 POM KPR CPO III 2021 TANGGAL 10 MARET 2021 PO NO 9100073923,80000.0,product,0.9872340425531915,-
Crude Palm Oil Pelunasan Surat Perjanjian JualBeli No0122POMKPRCPOIV2021 Tanggal 01 April 2021 PO No 9100074721,CRUDE PALM OIL PELUNASAN SURAT PERJANJIAN JUAL BELI NO 0122 POM KPR CPO IV 2021 TANGGAL 01 APRIL 2021 PO NO 9100074721,80000.0,product,0.9872340425531915,-
Crude Palm Oil Pelunasan Surat Perjanjian JualBeli No0224POMKPRCPOVI2021 Tanggal 17 Juni 2021 PO No 9100077122,CRUDE PALM OIL PELUNASAN SURAT PERJANJIAN JUAL BELI NO 0224 POM KPR CPO VI 2021 TANGGAL 17 JUNI 2021 PO NO 9100077122,80000.0,product,0.9872340425531915,-
Crude Palm Oil Pelunasan Surat Perjanjian JualBeli No0306POMKPRCPOVIII2021 Tanggal 10 Agustus 2021 PO No 9100079145,CRUDE PALM OIL PELUNASAN SURAT PERJANJIAN JUAL BELI NO 0306 POM KPR CPO VIII 2021 TANGGAL 10 AGUSTUS 2021 PO NO 9100079145,80000.0,product,0.9872340425531915,-
Crude Palm Oil Pelunasan Surat Perjanjian JualBeli No0392POMKPRCPOX2021 Tanggal 07 Oktober 2021 PO No 9100081336,CRUDE PALM OIL PELUNASAN SURAT PERJANJIAN JUAL BELI NO 0392 POM KPR CPO X 2021 TANGGAL 07 OKTOBER 2021 PO NO 9100081336,80000.0,product,0.9872340425531915,-
Crude Palm Oil Pelunasan Surat Perjanjian JualBeli No0398POMKPRCPOX2021 Tanggal 12 Oktober 2021 PO No 9100081484,CRUDE PALM OIL PELUNASAN SURAT PERJANJIAN JUAL BELI NO 0398 POM KPR CPO X 2021 TANGGAL 12 OKTOBER 2021 PO NO 9100081484,80000.0,product,0.9872340425531915,-
Palm Kernel  Surat Perjanjian JualBeli No0006POMKPRPKI2021 Tanggal 06 Januari 2021 PO No 9100071767,PALM KERNEL  SURAT PERJANJIAN JUAL BELI NO 0006 POM KPR PK I 2021 TANGGAL 06 JANUARI 2021 PO NO 9100071767,80000.0,product,0.9872340425531915,-
Palm Kernel  Surat Perjanjian JualBeli No0046POMKPRPKII2021 Tanggal 03 Februari 2021 PO No 9100072703,PALM KERNEL  SURAT PERJANJIAN JUAL BELI NO 0046 POM KPR PK II 2021 TANGGAL 03 FEBRUARI 2021 PO NO 9100072703,80000.0,product,0.9872340425531915,-
Palm Kernel DP 95 Surat Perjanjian JualBeli No0112POMKPRPKIII2021 Tanggal 24 Maret 2021 PO No 9100074438,PALM KERNEL DP 95 SURAT PERJANJIAN JUAL BELI NO 0112 POM KPR PK III 2021 TANGGAL 24 MARET 2021 PO NO 9100074438,80000.0,product,0.9872340425531915,-
Palm Kernel DP 95 Surat Perjanjian JualBeli No0140POMKPRPKIV2021 Tanggal 14 April 2021 PO No 9100075154,PALM KERNEL DP 95 SURAT PERJANJIAN JUAL BELI NO 0140 POM KPR PK IV 2021 TANGGAL 14 APRIL 2021 PO NO 9100075154,80000.0,product,0.9872340425531915,-
Palm Kernel Pelunasan Surat Perjanjian JualBeli No0064POMKPRPKII2021 Tanggal 17 Februari 2021 PO No 9100073155,PALM KERNEL PELUNASAN SURAT PERJANJIAN JUAL BELI NO 0064 POM KPR PK II 2021 TANGGAL 17 FEBRUARI 2021 PO NO 9100073155,80000.0,product,0.9872340425531915,-
Palm Kernel Pelunasan Surat Perjanjian JualBeli No0401POMKPRPKX2021 Tanggal 13 Oktober 2021 PO No 9100081509,PALM KERNEL PELUNASAN SURAT PERJANJIAN JUAL BELI NO 0401 POM KPR PK X 2021 TANGGAL 13 OKTOBER 2021 PO NO 9100081509,80000.0,product,0.9872340425531915,-
